"['lower', 0.16424766817543124]","['statement', 0.15477656586087693]","['gas', 0.14268085599934563]","['scheme', 0.1398377599519547]","['conference', 0.12466404003132925]","['day', 0.12161121591766176]","['credit', 0.12049299859933021]","['months', 0.11624307629419829]","['natural', 0.11495135213786474]","['anthony', 0.11009504445668826]","['boadle', 0.11009504445668826]","['bid', 0.10960311105367393]","['coverage', 0.10817904011766047]","['barrels', 0.10294335908293249]","['allow', 0.10285056402068228]","['federal', 0.10127714870094823]","['haynes', 0.10127619314968153]","['brad', 0.10127619314968153]","['nomiyama', 0.10120442617937368]","['chizu', 0.10120442617937368]","['deals', 0.09977138285035517]","['per', 0.09870888817508189]","['saw', 0.09870888817508189]","['lawyers', 0.09580150085809651]","['boost', 0.09496955219178749]"
"['monday', 0.2525580112721171]","['country', 0.19526785429045027]","['brazilian', 0.1899211076778444]","['capital', 0.18948285057209083]","['newspaper', 0.18308194264663358]","['week', 0.17878590720376086]","['head', 0.17347687337657436]","['local', 0.16317653011396963]","['take', 0.15877962523237715]","['new', 0.15705220793714153]","['costs', 0.1563437172629973]","['since', 0.15367230311975416]","['paper', 0.15299846341402792]","['sources', 0.152655177870248]","['plunged', 0.1524172061049673]","['global', 0.15211812818102213]","['could', 0.15209079112692964]","['terms', 0.14710144971532782]","['record', 0.1468034006665333]","['still', 0.14642930615892003]","['three', 0.14592796020363008]","['measures', 0.14250702018711217]","['seems', 0.1397755832580889]","['make', 0.13961562003539113]","['held', 0.13823621579926573]"
