Date,Open,High,Low,Close,Volume,Adj Close
2015-06-08,12.61,13.44,12.47,13.02,35382300,13.02
2015-06-01,12.43,13.10,12.25,12.56,34132600,12.56
2015-05-25,12.98,13.01,12.29,12.33,48841700,12.33
2015-05-18,14.64,14.65,12.63,13.08,59461100,13.08
2015-05-11,13.68,14.23,13.43,14.06,40859500,14.06
2015-05-04,13.31,14.95,13.30,13.52,57282200,13.52
2015-04-27,12.95,13.15,12.25,13.05,39027400,13.05
2015-04-20,13.23,13.78,11.89,13.26,100367300,13.26
2015-04-13,11.97,13.38,11.90,13.01,94137400,13.01
2015-04-06,10.80,11.93,10.46,11.82,64990600,11.82
2015-03-30,9.50,10.72,9.42,10.72,51345500,10.72
2015-03-23,9.30,9.96,9.17,9.38,52342100,9.38
2015-03-16,8.49,9.35,8.19,9.35,56477200,9.35
2015-03-09,9.13,9.18,8.16,8.30,56895300,8.30
2015-03-02,9.44,9.80,9.16,9.24,36062700,9.24
2015-02-23,9.55,9.89,9.00,9.57,54422700,9.57
2015-02-18,10.16,10.34,9.53,9.67,38529600,9.67
2015-02-09,8.80,10.10,8.72,9.99,65449100,9.99
2015-02-02,8.46,10.78,8.13,9.12,93232000,9.12
2015-01-26,9.79,10.37,8.08,8.18,78782100,8.18
2015-01-19,9.35,10.46,9.15,10.00,53656400,10.00
2015-01-12,9.27,9.63,8.64,9.44,62961100,9.44
2015-01-05,9.14,9.40,8.04,9.40,75956400,9.40
2014-12-29,10.15,10.54,9.36,9.36,33538000,9.36
2014-12-22,9.90,10.99,9.71,10.30,41316200,10.30
2014-12-15,10.21,10.35,8.56,9.83,86131500,9.83
2014-12-08,12.15,12.15,10.11,10.11,54162900,10.11
2014-12-01,12.45,12.80,12.05,12.26,257257900,12.26
2014-11-24,14.62,15.26,12.80,12.84,57919800,12.84
2014-11-17,13.07,14.43,12.00,14.30,55952900,14.30
2014-11-10,14.30,14.49,12.85,13.20,35874600,13.20
2014-11-03,14.96,15.10,13.52,14.27,51873000,14.27
2014-10-27,14.52,15.28,14.00,15.28,104666100,15.28
2014-10-20,17.98,17.98,15.41,16.30,89747500,16.30
2014-10-13,21.36,22.42,18.56,19.09,90679000,19.09
2014-10-06,21.50,21.90,20.01,20.05,90831300,20.05
2014-09-29,19.02,19.25,16.86,18.35,76590200,18.35
2014-09-22,20.45,21.24,19.68,20.94,45876200,20.94
2014-09-15,20.25,22.53,20.06,20.91,60341100,20.91
2014-09-08,23.42,23.68,19.85,20.14,69485800,20.14
2014-09-01,23.95,24.90,22.43,22.82,57854800,22.82
2014-08-25,21.22,23.59,21.12,23.36,57156800,23.36
2014-08-18,20.55,21.67,19.82,20.92,47941800,20.92
2014-08-11,19.37,20.29,18.33,20.06,54938300,20.06
2014-08-04,19.15,20.69,18.87,19.31,49048300,19.31
2014-07-28,20.57,20.60,18.72,19.00,31595100,19.00
2014-07-21,20.43,21.23,19.95,20.49,42588600,20.49
2014-07-14,18.48,20.87,18.42,20.52,57853900,20.52
2014-07-07,17.41,18.32,17.14,18.24,21762100,18.24
2014-06-30,17.36,17.55,16.85,17.50,21729000,17.50
2014-06-23,18.75,18.89,17.01,17.20,31349300,17.20
2014-06-16,19.00,19.13,18.20,18.70,28614200,18.70
2014-06-09,17.57,19.07,17.38,18.99,39892500,18.99
2014-06-02,16.80,17.68,16.29,17.68,29347700,17.68
2014-05-26,17.80,18.03,16.62,16.65,19732900,16.65
2014-05-19,17.98,18.38,17.10,17.70,34318200,17.70
2014-05-12,17.95,18.40,17.77,18.05,23643500,18.05
2014-05-05,17.65,18.85,17.31,17.67,43180600,17.67
2014-04-28,15.95,17.73,15.77,17.60,38400700,17.60
2014-04-22,16.31,16.67,15.65,16.03,32264000,16.03
2014-04-14,16.28,16.60,15.13,16.38,34008300,16.38
2014-04-07,15.70,17.07,15.41,16.19,46457800,16.19
2014-03-31,15.71,16.60,15.12,15.44,43972900,15.44
2014-03-24,14.17,15.77,13.87,15.66,44873400,14.74757
2014-03-17,12.88,14.15,12.55,14.02,48755400,13.20312
2014-03-10,13.27,13.48,12.77,12.78,35510700,12.03537
2014-03-05,13.70,13.73,13.21,13.32,25997800,12.54391
2014-02-24,14.11,14.67,13.58,13.59,30779500,12.79818
2014-02-17,14.65,14.70,13.88,14.15,23252500,13.32555
2014-02-10,14.36,15.10,14.33,14.58,27422900,13.7305
2014-02-03,14.59,14.63,13.56,14.45,38738100,13.60807
2014-01-27,15.21,15.44,14.55,14.70,28735100,13.8435
2014-01-20,15.45,15.91,14.98,15.10,26920700,14.2202
2014-01-13,16.01,16.19,15.45,15.51,23912100,14.60631
2014-01-06,16.45,16.83,15.65,15.97,22309300,15.03951
2013-12-30,16.95,17.25,16.41,16.50,15240300,15.53863
2013-12-23,17.02,17.19,16.82,16.93,13976400,15.94357
2013-12-16,17.25,17.50,16.80,16.91,25819700,15.92474
2013-12-09,17.32,17.47,16.69,17.22,19991800,16.21667
2013-12-02,17.86,18.07,17.05,17.23,41903300,16.22609
2013-11-25,20.83,20.95,18.55,19.12,30324700,18.00597
2013-11-18,20.50,21.44,20.39,20.67,36881400,19.46566
2013-11-11,19.66,20.50,19.25,20.45,25704500,19.25848
2013-11-04,19.99,20.63,19.60,19.64,24366700,18.49567
2013-10-28,19.42,20.56,19.01,19.86,49329000,18.70286
2013-10-21,17.99,19.06,17.71,18.49,31777000,17.41268
2013-10-14,18.06,18.65,17.83,17.93,27765800,16.88531
2013-10-07,18.57,18.83,17.97,18.10,20610100,17.0454
2013-09-30,18.57,19.04,18.07,18.67,21020600,17.58219
2013-09-23,19.09,19.22,18.44,18.48,17469200,17.40326
2013-09-16,18.43,19.31,18.16,18.94,25458500,17.83646
2013-09-09,17.77,18.54,17.75,18.13,30512100,17.07365
2013-09-02,17.15,18.00,16.56,17.75,33275200,16.7158
2013-08-26,18.50,18.69,16.52,16.99,28015400,16.00008
2013-08-19,17.45,18.59,17.04,18.55,41745200,17.46918
2013-08-12,17.30,18.06,16.17,17.78,52455600,16.74405
2013-08-05,16.77,17.12,16.10,17.08,23201300,16.08483
2013-07-29,16.99,17.06,16.17,16.81,22710800,15.83056
2013-07-22,15.97,16.88,15.90,16.84,28003200,15.85882
2013-07-15,15.45,16.29,15.35,15.98,22580500,15.04892
2013-07-08,15.20,15.92,14.97,15.43,25292000,14.53097
2013-07-01,16.35,16.35,14.94,15.15,40352700,14.26728
2013-06-24,15.97,16.60,15.57,16.17,32577600,15.22785
2013-06-17,18.45,18.53,16.40,16.46,40466700,15.50096
2013-06-10,18.84,19.12,17.94,18.06,31778500,17.00773
2013-06-03,20.11,20.47,18.72,18.84,30645600,17.74229
2013-05-27,20.01,20.36,19.80,20.05,23448700,18.88179
2013-05-20,19.91,20.40,19.48,20.05,31873200,18.88179
2013-05-13,19.81,20.08,19.25,19.89,23639500,18.73111
2013-05-06,20.01,20.82,19.71,19.95,25367700,18.78761
2013-04-29,20.00,20.66,19.44,20.00,48348300,18.8347
2013-04-22,18.37,19.69,18.17,19.17,31851500,17.70251
2013-04-15,17.70,18.48,16.98,18.48,33155900,17.06533
2013-04-08,17.86,18.65,17.34,17.96,26824200,16.58514
2013-04-01,18.27,18.38,17.55,17.80,17660500,16.43739
2013-03-25,18.73,18.88,18.35,18.42,17809000,17.00993
2013-03-18,18.90,19.35,18.46,18.63,28005300,17.20385
2013-03-11,18.29,19.55,17.92,19.09,30776300,17.62864
2013-03-04,16.82,19.58,16.47,18.37,46824000,16.96375
2013-02-25,17.05,17.10,16.40,16.90,30373100,15.60628
2013-02-18,17.64,18.18,17.01,17.15,27267400,15.83715
2013-02-13,17.95,18.00,17.53,17.63,24410900,16.2804
2013-02-04,18.16,18.35,17.26,17.74,41729500,16.38198
2013-01-28,19.73,19.81,17.90,18.46,35262600,17.04686
2013-01-21,19.57,19.75,19.23,19.61,19608600,18.10883
2013-01-14,20.01,20.24,19.54,19.58,22671500,18.08113
2013-01-07,20.48,20.67,19.46,19.88,23454300,18.35816
2013-01-02,19.99,20.62,19.69,20.43,32292000,18.86606
2012-12-26,20.54,20.68,19.30,19.52,27247300,18.02572
2012-12-17,20.08,21.17,19.80,20.69,31313400,19.10616
2012-12-10,19.04,20.28,18.94,20.21,32545100,18.6629
2012-12-03,18.88,19.24,18.66,19.08,20317600,17.6194
2012-11-26,19.13,19.29,18.35,18.66,27932000,17.23155
2012-11-19,19.44,19.62,18.45,19.17,22775300,17.70251
2012-11-12,20.83,20.96,18.84,19.03,26157300,17.57323
2012-11-05,20.63,21.80,20.43,20.78,22288300,19.18927
2012-10-29,21.50,21.72,20.68,20.85,20303100,19.25391
2012-10-22,22.33,22.55,21.40,22.10,18696700,20.40822
2012-10-15,22.55,23.10,22.22,22.25,24475300,20.54674
2012-10-08,22.10,43.00,22.10,22.50,17007300,20.7776
2012-10-01,22.33,22.88,22.02,22.25,18129600,20.54674
2012-09-24,22.66,23.10,22.20,22.37,19734100,20.65755
2012-09-17,23.17,23.69,22.42,22.70,23207700,20.96229
2012-09-10,21.44,23.84,21.14,23.30,31094300,21.51636
2012-09-03,20.77,21.14,20.28,21.00,14003800,19.39243
2012-08-27,21.27,21.52,20.75,20.75,17071700,19.16156
2012-08-21,21.86,21.88,21.03,21.23,22859200,19.60482
2012-08-13,21.02,21.60,20.74,21.55,21272000,19.90032
2012-08-06,19.02,21.20,18.83,21.07,35026300,19.45707
2012-07-30,20.06,20.31,19.10,19.94,28891300,18.41357
2012-07-23,18.87,20.18,18.41,20.17,23398200,18.62596
2012-07-17,19.43,19.77,18.98,19.18,18374500,17.71175
2012-07-10,19.10,19.64,18.04,19.55,32521400,18.05342
2012-07-02,18.10,19.79,17.97,19.20,23713600,17.73022
2012-06-25,18.70,18.89,17.42,18.25,30286900,16.85294
2012-06-19,19.00,20.15,18.95,19.55,32093600,18.05342
2012-06-11,19.11,19.19,17.83,18.55,29113900,17.12997
2012-06-04,18.84,19.32,18.66,18.88,23680200,17.43471
2012-05-28,18.95,19.22,18.08,18.80,23319000,17.36084
2012-05-22,20.32,20.50,18.53,18.64,23824900,17.21309
2012-05-14,19.08,19.60,18.43,19.07,34880000,17.61017
2012-05-07,20.45,20.72,19.53,19.53,22594900,18.03496
2012-04-30,20.97,22.25,20.20,20.48,26161100,18.91223
2012-04-23,21.21,21.49,20.81,20.93,18545500,19.32778
2012-04-16,21.83,21.93,21.27,21.46,15196500,19.81721
2012-04-09,21.76,22.08,21.01,21.67,19452000,20.01114
2012-04-02,23.28,23.60,21.66,22.00,20709000,20.31587
2012-03-26,23.94,24.29,22.93,23.35,19252000,21.56253
2012-03-20,24.01,24.40,23.67,23.70,15656700,21.88574
2012-03-12,23.55,25.08,23.36,24.35,28191700,22.3711
2012-03-05,25.15,25.24,23.59,23.71,18609900,21.78311
2012-02-27,24.65,25.30,24.24,25.30,23180500,23.2439
2012-02-22,23.92,24.59,23.67,24.48,20590000,22.49054
2012-02-14,24.36,24.36,22.71,24.05,35757700,22.09548
2012-02-06,24.49,25.88,23.50,23.50,36091100,21.59018
2012-01-30,24.43,25.22,24.33,24.61,23251300,22.60997
2012-01-23,24.09,25.89,24.04,24.67,30504300,22.6651
2012-01-16,23.05,24.54,23.02,24.22,23797000,22.25167
2012-01-09,22.44,23.27,22.28,23.05,22202000,21.17675
2012-01-02,21.51,22.61,21.26,22.33,19099700,20.51526
2011-12-26,22.30,22.34,21.00,21.49,12408700,19.74353
2011-12-19,21.37,22.39,21.12,22.22,17057500,20.4142
2011-12-13,22.59,22.80,21.30,21.30,25396000,19.56897
2011-12-05,22.74,23.47,22.37,23.02,19556800,21.14919
2011-11-28,21.51,22.73,21.32,22.53,20482800,20.69901
2011-11-21,21.41,21.98,21.01,21.01,19640300,19.30254
2011-11-14,21.86,22.22,21.47,21.75,18978900,19.9824
2011-11-07,22.05,22.94,21.44,21.96,22910700,20.17533
2011-10-31,21.65,22.18,20.40,22.10,25515300,20.30396
2011-10-17,19.45,21.58,18.62,21.58,21293700,19.82622
2011-10-10,18.50,19.70,18.35,19.64,23838800,18.04388
2011-10-03,18.96,19.09,17.90,18.30,25467900,16.81278
2011-09-26,19.35,20.10,18.93,19.10,16832700,17.54776
2011-09-19,20.33,21.08,19.12,19.16,20710200,17.60289
2011-09-12,19.80,20.82,19.72,20.65,15479200,18.9718
2011-09-05,19.90,20.88,19.68,20.15,16748800,18.51243
2011-08-29,20.18,21.14,20.03,20.37,21149600,18.71455
2011-08-22,20.10,20.35,19.51,19.90,18917200,18.28275
2011-08-17,20.80,20.96,19.70,19.70,22718100,18.099
2011-07-25,23.89,24.21,23.41,23.50,16210900,21.59018
2011-07-18,22.81,23.27,22.38,22.97,16979500,21.10325
2011-07-11,23.20,23.44,22.86,22.99,15353400,21.12163
2011-07-04,23.72,23.98,23.29,23.44,12083600,21.53506
2011-06-27,23.00,23.89,22.87,23.75,15825900,21.81986
2011-06-20,23.20,23.67,22.85,22.87,16767400,21.01138
2011-06-13,23.77,23.82,23.09,23.24,16122000,21.35131
2011-06-06,23.87,23.94,22.85,23.72,21825100,21.7923
2011-05-30,24.32,24.35,23.67,23.78,13736600,21.84743
2011-05-23,23.50,24.44,23.41,24.29,14096800,22.31598
2011-05-09,23.892,24.684,23.48,23.99,15763500,22.04036
2011-05-02,25.71,25.89,24.14,24.21,23625900,22.24248
2011-04-25,26.31,26.43,25.26,25.60,16319600,23.51952
2011-04-19,25.75,26.29,25.57,26.29,21451500,24.03338
2011-04-11,27.99,27.99,25.93,26.53,27529200,24.25278
2011-04-04,28.80,28.85,27.72,28.01,17458300,25.60575
2011-03-28,28.56,28.80,28.26,28.51,9806200,26.06283
2011-03-21,28.16,28.78,27.98,28.69,16227300,26.22738
2011-03-14,28.00,28.42,27.45,27.90,21572000,25.50519
2011-03-10,28.40,28.43,27.67,28.17,21777500,25.75201
2011-02-28,28.44,29.17,28.16,29.08,23914500,26.5839
2011-02-21,27.47,28.90,27.25,28.60,37159500,26.14511
2011-02-14,26.41,27.45,26.24,27.37,21260700,25.02068
2011-02-07,27.80,27.87,26.30,26.40,14466300,24.13394
2011-01-31,26.86,28.22,26.66,27.62,30245500,25.24922
2011-01-24,27.08,27.33,26.25,26.67,19694000,24.38077
2011-01-17,27.42,27.95,26.96,27.05,20734600,24.72815
2011-01-10,26.65,28.12,26.58,27.55,21329500,25.18523
2011-01-03,27.50,27.58,26.40,26.73,23952900,24.43562
2010-12-27,25.56,27.44,25.52,27.29,20884300,24.94755
2010-12-20,25.94,26.06,25.47,25.75,17963800,23.53974
2010-12-13,25.89,26.09,25.04,25.94,17899600,23.71343
2010-12-06,25.76,26.29,25.00,25.70,20370600,23.49403
2010-11-29,24.55,25.70,24.46,25.70,20848500,23.49403
2010-11-22,25.64,25.67,24.43,24.60,19353200,22.48845
2010-11-16,25.85,26.09,25.13,25.70,22536800,23.49403
2010-11-08,27.11,27.77,25.82,25.85,27184000,23.63115
2010-11-01,26.05,27.65,25.93,27.25,26909300,24.91098
2010-10-25,24.45,27.05,24.35,25.85,38698600,23.63115
2010-10-18,26.15,26.50,23.90,24.21,32807600,22.13192
2010-10-11,26.10,26.64,25.44,26.29,27892900,24.03338
2010-10-04,27.48,27.85,24.64,26.00,45365700,23.76828
2010-09-27,26.32,27.95,26.05,27.50,45563300,25.13952
2010-09-20,26.42,27.46,25.82,26.30,48047600,24.04252
2010-09-13,27.75,28.57,25.75,26.44,28522900,24.17051
2010-09-06,29.18,29.29,27.19,27.52,22207800,25.15781
2010-08-30,26.35,28.92,25.45,28.80,26051800,26.32794
2010-08-23,26.92,27.19,25.50,26.56,16915600,24.28021
2010-08-16,27.61,28.55,26.56,26.78,18973700,24.48133
2010-08-09,28.97,29.35,27.20,27.66,13902900,25.28579
2010-08-02,27.97,29.54,27.95,29.02,16995000,26.52905
2010-07-26,27.79,28.16,27.45,27.85,10519100,25.30407
2010-07-19,26.85,28.28,26.68,27.79,13260100,25.24956
2010-07-12,27.62,27.74,26.71,26.84,10170400,24.3864
2010-07-05,26.78,27.64,26.54,27.58,12458400,25.05875
2010-06-28,27.92,28.06,26.31,26.77,14060200,24.3228
2010-06-21,29.61,29.97,27.31,27.91,20004200,25.35859
2010-06-14,29.90,29.94,28.73,29.49,16054000,26.79415
2010-06-07,29.45,30.38,29.33,29.62,16442200,26.91227
2010-05-31,28.21,29.69,28.21,29.25,17323900,26.57609
2010-05-24,27.40,27.92,26.00,27.81,19504300,25.26773
2010-05-17,30.20,30.39,27.13,27.58,24422300,24.9043
2010-05-10,31.00,31.10,29.31,30.09,18819300,27.17079
2010-05-03,32.55,32.63,28.30,29.75,30830000,26.86377
2010-04-26,33.70,34.18,31.90,32.80,16366200,29.61787
2010-04-19,32.96,34.30,32.51,34.00,19585300,30.70145
2010-04-12,35.25,35.43,32.72,32.95,31844300,29.63628
2010-04-05,35.95,36.41,35.23,35.23,14235900,31.68698
2010-03-29,34.74,35.90,34.12,35.75,15488000,32.15468
2010-03-22,35.61,36.57,34.30,34.50,19179700,31.03039
2010-03-15,36.77,37.48,36.16,36.23,15862600,32.58641
2010-03-08,35.83,37.47,35.41,37.06,30037000,33.33294
2010-03-01,34.82,35.92,34.42,35.81,19265700,32.20865
2010-02-22,34.50,34.89,33.26,34.61,17354500,31.12933
2010-02-17,34.16,34.69,33.82,34.35,15176500,30.89548
2010-02-08,31.80,34.02,31.42,33.80,20387300,30.40079
2010-02-01,34.29,34.67,30.72,31.52,20112800,28.35009
2010-01-26,34.29,35.05,33.51,34.17,17528900,30.73358
2010-01-18,35.90,36.67,34.06,34.75,20479900,31.25525
2010-01-11,37.21,37.34,35.51,35.75,18934900,32.15468
2010-01-04,36.95,37.50,36.80,36.95,15801800,33.234
2009-12-28,36.91,37.00,36.35,36.69,11500600,33.00015
2009-12-21,36.80,36.85,35.20,36.70,15639400,33.00914
2009-12-14,38.02,38.45,36.47,36.58,14934400,32.90121
2009-12-07,38.78,38.89,37.27,37.80,16584000,33.99852
2009-11-30,38.84,40.09,38.20,38.40,15473400,34.53818
2009-11-23,38.90,39.65,38.09,38.90,14291000,34.9879
2009-11-16,37.64,39.20,37.27,38.50,24660200,34.62812
2009-11-09,36.70,38.00,36.55,37.13,18678900,33.3959
2009-11-03,34.75,36.74,34.48,36.05,13237000,32.42451
2009-10-26,36.60,37.22,34.24,35.04,19102200,31.51609
2009-10-19,36.75,37.70,36.02,36.50,17855000,32.82926
2009-10-13,35.90,36.75,35.65,36.40,16174600,32.73932
2009-10-05,34.30,35.79,33.90,35.64,13700700,32.05574
2009-09-28,34.25,35.19,33.55,34.16,15301000,30.72459
2009-09-21,34.38,35.08,33.70,34.11,16664700,30.67962
2009-09-14,32.90,34.78,32.66,34.65,17418400,31.16531
2009-09-08,32.99,33.50,32.61,33.14,13814700,29.80717
2009-08-31,32.16,32.68,30.85,32.51,23264000,29.24052
2009-08-24,34.00,34.20,32.17,32.55,18600500,29.2765
2009-08-17,31.76,33.75,31.64,33.63,18208200,30.24789
2009-08-10,31.90,32.59,31.22,32.35,15593400,29.09661
2009-08-03,31.95,32.79,31.77,32.00,14622900,28.78181
2009-07-27,32.55,32.66,30.80,31.47,16022300,28.30511
2009-07-20,32.00,32.67,31.50,32.50,18781800,29.23153
2009-07-13,29.90,31.62,28.95,31.50,16385500,28.3321
