"['ways', 1.3559786238244649]","['chang', 1.3559786238244649]","['penalized', 1.3559786238244649]","['operator', 1.3559786238244649]","['expressed', 1.3559786238244649]","['northern', 1.3559786238244649]","['pivotal', 1.3559786238244649]","['prop', 1.3559786238244649]","['marco', 1.3559786238244649]","['legacy', 1.3559786238244649]","['partnersn', 1.3559786238244649]","['tunes', 1.3559786238244649]","['earned', 1.3559786238244649]","['individuals', 1.3559786238244649]","['provisioned', 1.3559786238244649]","['raw', 1.3559786238244649]","['reinventing', 1.3559786238244649]","['conversation', 1.3559786238244649]","['accusing', 1.3559786238244649]","['cppib', 1.3559786238244649]","['indicted', 1.3559786238244649]","['weather', 1.3559786238244649]","['pasadena', 1.3559786238244649]","['conflicting', 1.3559786238244649]","['iron', 1.3559786238244649]"
"['concession', 2.8499209182781384]","['pointing', 2.8499209182781384]","['blocks', 2.8499209182781384]","['avoiding', 2.8499209182781384]","['aberdeen', 2.8499209182781384]","['exploring', 2.8499209182781384]","['fee', 2.8499209182781384]","['hub', 2.849920918278138]","['automatically', 2.849920918278138]","['delays', 2.849920918278138]","['loans', 2.849920918278138]","['neves', 2.849920918278138]","['lengthen', 2.849920918278138]","['brl', 2.849920918278138]","['cacs', 2.849920918278138]","['bodes', 2.849920918278138]","['sanitation', 2.849920918278138]","['mostly', 2.849920918278138]","['happens', 2.849920918278138]","['watch', 2.849920918278138]","['waivers', 2.849920918278138]","['continuing', 2.849920918278138]","['caught', 2.849920918278138]","['mining', 2.849920918278138]","['trimming', 2.849920918278138]"
