"['gas', 0.18905623622004886]","['lower', 0.17609125905568124]","['brazil', 0.1512676753306491]","['statement', 0.13977239324705698]","['natural', 0.13469857389745624]","['day', 0.12993289006299244]","['credit', 0.11997531707674983]","['haynes', 0.11997531707674983]","['brad', 0.11997531707674983]","['petroleo', 0.11591534459339657]","['sale', 0.11577894423284864]","['prices', 0.10841603167981477]","['house', 0.10473535052001297]","['subsalt', 0.10473535052001297]","['barrels', 0.10473535052001297]","['anthony', 0.10120088965351416]","['boadle', 0.10120088965351416]","['output', 0.10120088965351416]","['bribery', 0.09865533812422488]","['formally', 0.09691001300805642]","['tuesday', 0.09691001300805642]","['brasilia', 0.09538349304658392]","['attempt', 0.08894108333678108]","['senator', 0.08894108333678108]","['per', 0.08894108333678108]"
"['monday', 0.2086786262592732]","['brazilian', 0.18312360332643743]","['terms', 0.18215802827363112]","['sources', 0.17903563970246245]","['term', 0.16513550197098933]","['parra', 0.16513550197098933]","['guillermo', 0.16513550197098933]","['past', 0.16513550197098933]","['week', 0.16513550197098933]","['petr', 0.1567020034568747]","['leo', 0.15607414553379398]","['paper', 0.14847904501254036]","['executive', 0.14847904501254036]","['capital', 0.14223299179471374]","['bernal', 0.14081549870713814]","['paulo', 0.13911718236303]","['billion', 0.13673453183371478]","['management', 0.13216510103434967]","['local', 0.13216510103434967]","['rig', 0.12493873660829992]","['controlled', 0.12493873660829992]","['shareholders', 0.12493873660829992]","['newspaper', 0.12493873660829992]","['representatives', 0.12493873660829992]","['rigs', 0.12493873660829992]"
