"['euro', 1.3212039011805412]","['ways', 1.3212039011805412]","['chang', 1.3212039011805412]","['penalized', 1.3212039011805412]","['refuses', 1.3212039011805412]","['contain', 1.3212039011805412]","['fire', 1.3212039011805412]","['northern', 1.3212039011805412]","['raises', 1.3212039011805412]","['yet', 1.3212039011805412]","['pivotal', 1.3212039011805412]","['marco', 1.3212039011805412]","['legacy', 1.3212039011805412]","['partnersn', 1.3212039011805412]","['ibge', 1.3212039011805412]","['tunes', 1.3212039011805412]","['earned', 1.3212039011805412]","['individuals', 1.3212039011805412]","['provisioned', 1.3212039011805412]","['raw', 1.3212039011805412]","['gridlock', 1.3212039011805412]","['reinventing', 1.3212039011805412]","['conversation', 1.3212039011805412]","['accusing', 1.3212039011805412]","['cppib', 1.3212039011805412]"
"['hub', 2.8927159066589647]","['delays', 2.8927159066589647]","['minority', 2.8927159066589647]","['loans', 2.8927159066589647]","['neves', 2.8927159066589647]","['lengthen', 2.8927159066589647]","['shifting', 2.8927159066589647]","['brl', 2.8927159066589647]","['cacs', 2.8927159066589647]","['bodes', 2.8927159066589647]","['sanitation', 2.8927159066589647]","['happens', 2.8927159066589647]","['watch', 2.8927159066589647]","['waivers', 2.8927159066589647]","['stakes', 2.8927159066589647]","['continuing', 2.8927159066589647]","['caught', 2.8927159066589647]","['show', 2.8927159066589647]","['mining', 2.8927159066589647]","['trimming', 2.8927159066589647]","['camargo', 2.8927159066589647]","['elek', 2.8927159066589647]","['rate', 2.8927159066589647]","['shut', 2.8927159066589647]","['accelerate', 2.8927159066589647]"
